Year,Date Of Incident,Route,Operator,Group Name,Bus Garage,Borough,Injury Result Description,Incident Event Type,Victim Category,Victims Sex,Victims Age
2015,01-09-15,38,Arriva London North,Arriva London,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,38,Arriva London North,Arriva London,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,39,London General,Go-Ahead,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Pedestrian,Unknown,Unknown
2015,01-09-15,40,Abellio London,Abellio,Garage Not Available,City of London,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Bus Driver,Male,Adult
2015,01-09-15,40,Abellio London,Abellio,Garage Not Available,Southwark,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,41,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,41,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,41,Arriva London North,Arriva London,Garage Not Available,Islington,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,43,Metroline,Metroline,Garage Not Available,Islington,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,45,London Central,Go-Ahead,Garage Not Available,City of London,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,46,Metroline,Metroline,Garage Not Available,Camden,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,46,Metroline,Metroline,Garage Not Available,Camden,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Male,Adult
2015,01-09-15,47,Selkent,Stagecoach,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,47,Selkent,Stagecoach,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,48,East London,Stagecoach,Garage Not Available,Hackney,Injuries treated on scene,Collision Incident,Passenger,Male,Unknown
2015,01-09-15,51,Selkent,Stagecoach,Garage Not Available,Greenwich,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Adult
2015,01-09-15,51,Selkent,Stagecoach,Garage Not Available,Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Adult
2015,01-09-15,51,Selkent,Stagecoach,Garage Not Available,Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Adult
2015,01-09-15,51,Selkent,Stagecoach,Garage Not Available,Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Child
2015,01-09-15,51,Selkent,Stagecoach,Garage Not Available,Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Child
2015,01-09-15,51,Selkent,Stagecoach,Garage Not Available,Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Elderly
2015,01-09-15,51,Selkent,Stagecoach,Garage Not Available,Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Elderly
2015,01-09-15,51,Selkent,Stagecoach,Garage Not Available,Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Male,Adult
2015,01-09-15,52,Metroline,Metroline,Garage Not Available,Kensington & Chelsea,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,52,Metroline,Metroline,Garage Not Available,Kensington & Chelsea,Injuries treated on scene,Onboard Injuries,Pedestrian,Female,Adult
2015,01-09-15,55,East London,Stagecoach,Garage Not Available,City of London,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child
2015,01-09-15,55,East London,Stagecoach,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,01-09-15,57,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Collision Incident,Passenger,Male,Adult
2015,01-09-15,57,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,57,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,57,London United,London United,Garage Not Available,Kingston upon Thames,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Adult
2015,01-09-15,57,London United,London United,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Child
2015,01-09-15,57,London United,London United,Garage Not Available,Wandsworth,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Pedestrian,Female,Elderly
2015,01-09-15,59,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,60,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,60,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,60,Arriva London South,Arriva London,Garage Not Available,Croydon,Reported Minor Injury - Treated at Hospital,Assault,Passenger,Unknown,Unknown
2015,01-09-15,60,Arriva London South,Arriva London,Garage Not Available,Croydon,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,61,Selkent,Stagecoach,Garage Not Available,Bromley,Injuries treated on scene,Collision Incident,Bus Driver,Female,Adult
2015,01-09-15,62,East London,Stagecoach,Garage Not Available,Barking & Dagenham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,63,Metrobus,Go-Ahead,Garage Not Available,Camden,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child
2015,01-09-15,63,Metrobus,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,63,Metrobus,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child
2015,01-09-15,65,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Adult
2015,01-09-15,65,London United,London United,Garage Not Available,Kingston upon Thames,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,65,London United,London United,Garage Not Available,Richmond Upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,65,London United,London United,Garage Not Available,Richmond Upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,66,Arriva Kent Thameside,Arriva Kent Thameside,Garage Not Available,Redbridge,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Adult
2015,01-09-15,69,East London,Stagecoach,Garage Not Available,Waltham Forest,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Child
2015,01-09-15,71,London United,London United,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,01-09-15,71,London United,London United,Garage Not Available,Kingston upon Thames,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,72,London United,London United,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,73,Arriva London North,Arriva London,Garage Not Available,Islington,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,73,Arriva London North,Arriva London,Garage Not Available,Islington,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,73,Arriva London North,Arriva London,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,74,London General,Go-Ahead,Garage Not Available,Hammersmith & Fulham,Injuries treated on scene,Collision Incident,Member Of Public,Unknown,Unknown
2015,01-09-15,74,London General,Go-Ahead,Garage Not Available,Wandsworth,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Unknown,Unknown
2015,01-09-15,74,London General,Go-Ahead,Garage Not Available,Wandsworth,Reported Minor Injury - Treated at Hospital,Collision Incident,Bus Driver,Male,Adult
2015,01-09-15,76,Arriva London North,Arriva London,Garage Not Available,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,76,Arriva London North,Arriva London,Garage Not Available,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,79,Metroline,Metroline,Garage Not Available,Brent,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,79,Metroline,Metroline,Garage Not Available,Brent,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,80,London General,Go-Ahead,Garage Not Available,Merton,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,82,Metroline,Metroline,Garage Not Available,Camden,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,83,Metroline West,Metroline,Garage Not Available,Brent,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Female,Adult
2015,01-09-15,85,London General,Go-Ahead,Garage Not Available,Kingston upon Thames,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,85,London General,Go-Ahead,Garage Not Available,Wandsworth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,86,East London,Stagecoach,Garage Not Available,Redbridge,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Female,Adult
2015,01-09-15,87,London General,Go-Ahead,Garage Not Available,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,3rd Party driver / Occupant,Female,Adult
2015,01-09-15,87,London General,Go-Ahead,Garage Not Available,Westminster,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Bus Driver,Male,Adult
2015,01-09-15,90,Metroline,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,90,Metroline,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Onboard Injuries,Passenger,Male,Youth
2015,01-09-15,90,Metroline,Metroline,Garage Not Available,Hillingdon,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Youth
2015,01-09-15,90,Metroline,Metroline,Garage Not Available,Hillingdon,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,91,Metroline,Metroline,Garage Not Available,Camden,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Male,Adult
2015,01-09-15,93,London General,Go-Ahead,Garage Not Available,Merton,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,01-09-15,93,London General,Go-Ahead,Garage Not Available,Sutton,Injuries treated on scene,Onboard Injuries,Passenger,Male,Unknown
2015,01-09-15,96,Selkent,Stagecoach,Garage Not Available,Bexley,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,01-09-15,96,Selkent,Stagecoach,Garage Not Available,Bexley,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,97,East London,Stagecoach,Garage Not Available,Waltham Forest,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,97,East London,Stagecoach,Garage Not Available,Waltham Forest,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,98,Metroline,Metroline,Garage Not Available,Brent,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,98,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Collision Incident,Pedestrian,Female,Adult
2015,01-09-15,98,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,98,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,101,East London,Stagecoach,Garage Not Available,Barking & Dagenham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,101,East London,Stagecoach,Garage Not Available,Newham,Injuries treated on scene,Collision Incident,Pedestrian,Male,Adult
2015,01-09-15,102,Arriva London North,Arriva London,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,102,Arriva London North,Arriva London,Garage Not Available,Enfield,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,102,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,106,Arriva London North,Arriva London,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,106,Arriva London North,Arriva London,Garage Not Available,Hackney,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,113,Metroline,Metroline,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,116,London United,London United,Garage Not Available,Hounslow,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Unknown
2015,01-09-15,118,London General,Go-Ahead,Garage Not Available,Merton,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child
2015,01-09-15,119,Metrobus,Go-Ahead,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child
2015,01-09-15,120,London United,London United,Garage Not Available,Hounslow,Injuries treated on scene,Collision Incident,Pedestrian,Male,Adult
2015,01-09-15,121,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,123,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,123,Arriva London North,Arriva London,Garage Not Available,Haringey,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,123,Arriva London North,Arriva London,Garage Not Available,Redbridge,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,124,Selkent,Stagecoach,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,01-09-15,125,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,125,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,01-09-15,125,Metroline,Metroline,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,125,Metroline,Metroline,Garage Not Available,Enfield,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Bus Driver,Male,Adult
2015,01-09-15,128,Arriva London North,Arriva London,Garage Not Available,Redbridge,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,128,Arriva London North,Arriva London,Garage Not Available,Redbridge,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,131,London United,London United,Garage Not Available,Merton,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Bus Driver,Female,Adult
2015,01-09-15,132,London Central,Go-Ahead,Garage Not Available,Bexley,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,133,Arriva London South,Arriva London,Garage Not Available,City of London,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,134,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Male,Unknown
2015,01-09-15,135,Docklands Buses,Go-Ahead,Garage Not Available,Tower Hamlets,Injuries treated on scene,Collision Incident,Bus Driver,Male,Adult
2015,01-09-15,135,Docklands Buses,Go-Ahead,Garage Not Available,Tower Hamlets,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,136,Selkent,Stagecoach,Garage Not Available,Lewisham,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2015,01-09-15,136,Selkent,Stagecoach,Garage Not Available,Lewisham,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown
2015,01-09-15,136,Selkent,Stagecoach,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,136,Selkent,Stagecoach,Garage Not Available,Southwark,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Male,Adult
2015,01-09-15,137,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,137,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,137,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,137,Arriva London South,Arriva London,Garage Not Available,Lambeth,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,137,Arriva London South,Arriva London,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,137,Arriva London South,Arriva London,Garage Not Available,Westminster,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,140,Metroline,Metroline,Garage Not Available,Harrow,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,140,Metroline,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2015,01-09-15,140,Metroline,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2015,01-09-15,140,Metroline,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Collision Incident,Passenger,Male,Adult
2015,01-09-15,140,Metroline,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Collision Incident,Passenger,Male,Adult
2015,01-09-15,140,Metroline,Metroline,Garage Not Available,Hillingdon,Injuries treated on scene,Collision Incident,Passenger,Male,Adult
2015,01-09-15,140,Metroline,Metroline,Garage Not Available,Hillingdon,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Adult
2015,01-09-15,141,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Collision Incident,Passenger,Unknown,Unknown
2015,01-09-15,142,Arriva The Shires,Arriva The Shires,Garage Not Available,Barnet,Injuries treated on scene,Collision Incident,Pedestrian,Unknown,Unknown
2015,01-09-15,142,Arriva The Shires,Arriva The Shires,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Female,Unknown
2015,01-09-15,142,Arriva The Shires,Arriva The Shires,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,142,Arriva The Shires,Arriva The Shires,Garage Not Available,Barnet,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Elderly
2015,01-09-15,142,Arriva The Shires,Arriva The Shires,Garage Not Available,None London Borough,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Elderly
2015,01-09-15,145,East London,Stagecoach,Garage Not Available,Redbridge,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Child
2015,01-09-15,147,East London,Stagecoach,Garage Not Available,Newham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,149,Arriva London North,Arriva London,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,151,London General,Go-Ahead,Garage Not Available,Sutton,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,151,London General,Go-Ahead,Garage Not Available,Sutton,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,151,London General,Go-Ahead,Garage Not Available,Sutton,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,151,London General,Go-Ahead,Garage Not Available,Sutton,Injuries treated on scene,Onboard Injuries,Passenger,Male,Child
2015,01-09-15,158,East London,Stagecoach,Garage Not Available,Waltham Forest,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,158,East London,Stagecoach,Garage Not Available,Waltham Forest,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,159,Arriva London South,Arriva London,Garage Not Available,Lambeth,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,161,Metrobus,Go-Ahead,Garage Not Available,Greenwich,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,161,Metrobus,Go-Ahead,Garage Not Available,Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Female,Adult
2015,01-09-15,161,Metrobus,Go-Ahead,Garage Not Available,Greenwich,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Elderly
2015,01-09-15,162,London General,Go-Ahead,Garage Not Available,Bromley,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,164,London General,Go-Ahead,Garage Not Available,Merton,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,165,East London,Stagecoach,Garage Not Available,Havering,Injuries treated on scene,Collision Incident,Passenger,Unknown,Child
2015,01-09-15,165,East London,Stagecoach,Garage Not Available,Havering,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,166,Arriva London South,Arriva London,Garage Not Available,None London Borough,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,166,Arriva London South,Arriva London,Garage Not Available,None London Borough,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,168,Arriva London North,Arriva London,Garage Not Available,Camden,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,168,Arriva London North,Arriva London,Garage Not Available,Camden,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,168,Arriva London North,Arriva London,Garage Not Available,Camden,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,171,London Central,Go-Ahead,Garage Not Available,Lewisham,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,172,Abellio London,Abellio,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,174,East London,Stagecoach,Garage Not Available,Barking & Dagenham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Onboard Injuries,Passenger,Male,Elderly
2015,01-09-15,174,Selkent,Stagecoach,Garage Not Available,Barking & Dagenham,Injuries treated on scene,Onboard Injuries,Passenger,Male,Elderly
2015,01-09-15,175,East London,Stagecoach,Garage Not Available,Havering,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,176,Arriva London South,Arriva London,Garage Not Available,Bromley,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,176,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,177,East London,Stagecoach,Garage Not Available,Greenwich,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,180,London General,Go-Ahead,Garage Not Available,Greenwich,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,181,Metrobus,Go-Ahead,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,181,Metrobus,Go-Ahead,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Adult
2015,01-09-15,182,Metroline,Metroline,Garage Not Available,Brent,Injuries treated on scene,Onboard Injuries,Passenger,Female,Child
2015,01-09-15,183,London Sovereign,London United,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Passenger,Male,Youth
2015,01-09-15,184,Arriva London North,Arriva London,Garage Not Available,Haringey,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,185,London Central,Go-Ahead,Garage Not Available,Southwark,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,185,London Central,Go-Ahead,Garage Not Available,Southwark,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Unknown
2015,01-09-15,189,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Assault,Bus Driver,Male,Adult
2015,01-09-15,189,Metroline,Metroline,Garage Not Available,Barnet,Injuries treated on scene,Onboard Injuries,Bus Driver,Male,Adult
2015,01-09-15,190,Metroline,Metroline,Garage Not Available,Hounslow,Injuries treated on scene,Onboard Injuries,Operational Staff,Unknown,Unknown
2015,01-09-15,191,London General,Go-Ahead,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Female,Elderly
2015,01-09-15,191,London General,Go-Ahead,Garage Not Available,Enfield,Injuries treated on scene,Onboard Injuries,Passenger,Male,Adult
2015,01-09-15,191,London General,Go-Ahead,Garage Not Available,Enfield,Reported Minor Injury - Treated at Hospital,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,194,Arriva London South,Arriva London,Garage Not Available,Lewisham,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,196,London General,Go-Ahead,Garage Not Available,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Male,Adult
2015,01-09-15,196,London General,Go-Ahead,Garage Not Available,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Male,Adult
2015,01-09-15,197,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,197,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,197,Arriva London South,Arriva London,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,198,Arriva London South,Arriva London,Garage Not Available,Croydon,Injuries treated on scene,Onboard Injuries,Passenger,Unknown,Unknown
2015,01-09-15,199,Selkent,Stagecoach,Garage Not Available,Lewisham,Injuries treated on scene,Collision Incident,Passenger,Male,Adult
2015,01-09-15,202,Metrobus,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Female,Adult
2015,01-09-15,202,Metrobus,Go-Ahead,Garage Not Available,Southwark,Injuries treated on scene,Onboard Injuries,Passenger,Male,Elderly
2015,01-09-15,203,London United,London United,Garage Not Available,Hounslow,Injuries treated on scene,Collision Incident,Pedestrian,Female,Adult
